Series_ID,Title,Summary,Publication_Date,Authors,PMIDs
GSE249670,novel pancreatic ductal adenocarcinoma organoid recapitulating tumor microenvironment reveals macrophagedriven enhanced cancer cell survival scrnaseq,pancreatic ductal adenocarcinoma pdac progressive cancer with only about 5year survival rate pdac generally shows strong chemoresistance which has been correlated with the tumor microenvironment tme pdac consisting various types stromal cells recent singlecell rna sequence scrnaseq analyses demonstrate that high percentage myeloid cells tme stroma cells related poor prognosis and among myeloid cells tumor associated macrophages tam are the most abundant population however their functions pdac malignancy remain largely unknown previously established pdacorganoid associated with artificial tme coculturing patientderived cancer cells human induced pluripotent stem cell hipsc derived mesenchymal and endothelial cells which called fused pancreatic cancer organoid fpco here further incorporated macrophages into fpco and named m0fpco after week organoid culture the macrophages m0fpco expressed the conventional markers m2macrophages such cd163 and cd206 however bulk rnaseq analysis showed that macrophages m0fpco fpcomac have distinct characteristics compared with m2macrophages induced with il4 and scrnaseq m0fpco further demonstrated that fpcomac was divided into populations including granulintam and spp1tam which had been identified human pdac tissue furthermore the number pdac cells was reduced fpco but not m0fpco between and weeks organoid culture suggesting that cancer cells could survive longer are protected from cell death the presence tam moreover the bulkrnaseq analysis the surviving m0fpco unveiled gale potentially associated with worse prognosis pdac patients our novel padc organoid including macrophage m0fpco replicated the pdactam features and elucidated their protumorigenic function,2024/12/01,24676,"[IntegerElement(39348736, attributes={})]"
GSE249113,dexamethasonestimulated dna methylation peripheral blood,genomewide dna methylation profiling was conducted 199 individuals 398 samples pre and posttreatment with dex recruited the max planck institute psychiatry mpip whole blood samples were analyzed using the illumina epic dna methylation beadchip obtain comprehensive dna methylation profiles,2024/12/01,21145,"[IntegerElement(39393618, attributes={})]"
GSE229544,epithelial mapk signaling directs endothelial nrf2 signaling and il8 secretion the alveolar capillary region,particulate matter pm25 deposition the lung’ alveolar capillary region acr significantly associated with respiratory disease development yet the underlying molecular mechanisms are not completely understood adverse responses that promote respiratory disease development involve orchestrated intercellular signaling between multiple cell types within the acr our goal was use organotypic vitro model the acr investigate alveolar epithelial pm25 exposure induces exposure responses alveolar epithelial cells and underlying microvascular endothelial cells the acr our findings demonstrate that alveolar epithelial pm25 exposure induces robust transcriptional responses the microvascular endothelial cells within the acr show that the underlying microvascular endothelial cells develop redox dysfunction and increase proinflammatory cytokine secretion two exposure responses commonly associated with respiratory disease development moreover identified intercellular signaling mechanisms between the alveolar epithelium and microvascular endothelium that modulate these adverse endothelial exposure responses our findings illustrate new mechanism intercellular communication between cells the acr that significantly improves our understanding respiratory disease development following pulmonary exposure inhaled materials,2024/12/01,24676,"[IntegerElement(38468337, attributes={})]"
GSE220774,side and diseasedependent changes human aortic valve cell population and transcriptomic heterogeneity determined singlecell rna sequencing,calcific aortic valve disease develops preferentially the fibrosa side while the ventricularis side remains relatively spared with unknown mechanisms hypothesized that the fibrosa prone the disease due sidedependent differences transcriptomic patterns and cell phenotypes test this hypothesis performed singlecell rnasequencing using new method collect endothelialenriched samples from either the fibrosa ventricularis freshlyobtained human leaflets from donors ranging from nondiseased fibrocalcific stages,2024/12/01,24676,"[IntegerElement(39766890, attributes={})]"
GSE214703,involvement cells and gamma receptors different kidney allograft rejection types,investigate the involvement fcgr3a and fcgr2c signaling and cell activation during antibodymediated rejection analyzed transcriptomic data obtained bulk rna sequencing kidney allograft ffpe biopsies diagnosed with either antibodymediated rejection tcell mediated rejection normal biopsies,2024/12/01,21697,"[IntegerElement(39332679, attributes={})]"
GSE192673,the role atad2 ovarian cancer growth and progression,atpase family aaa domain containing atad2 expression elevated many cancer types including ovarian cancer therefore analyzed the role atad2 ovarian cancer pharmacological inhibition atad2 expression ovarian cancer cell lines resulted decreased proliferation and increased cell death,2024/12/01,21697,"[IntegerElement(37479754, attributes={})]"
GSE282742,transcriptomic predictors rapid progression from mild cognitive impairment alzheimers disease,background effective treatment for alzheimer’ disease remains unmet need thus identifying patients with mild cognitive impairment mci who are highrisk progressing crucial for early intervention methods bloodbased transcriptomics analyses were performed using longitudinal study cohort compare progressive mci pmci n28 stable mci smci n39 and patients n49 statistical deseq2 analysis and machine learning methods were employed identify differentially expressed genes degs and develop prediction models results discovered remarkable genderspecific difference degs that distinguish pmci from smci machine learning models achieved high accuracy distinguishing pmci from smci auc 093 from smci auc 094 and from pmci auc 092 8gene signature was identified for distinguishing pmci from smci,2024/11/30,24676,"[IntegerElement(39754267, attributes={})]"
GSE282623,high affinity chimeric antigen receptor signaling induces inflammatory program human regulatory cells,regulatory cells tregs are promising cellular therapies induce immune tolerance organ transplantation and autoimmune disease the success chimeric antigen receptor car tcell therapy for cancer has sparked interest using cars generate antigenspecific tregs here compared car with endogenous cell receptor tcrcd28 activation human tregs strikingly car tregs displayed increased cytotoxicity and diminished suppression antigenpresenting cells and effector teff cells compared with tcrcd28 activated tregs rna sequencing revealed that car tregs activate teff cell gene programs indeed car tregs secreted high levels inflammatory cytokines with subset foxp3 car tregs uniquely acquiring cd40l surface expression and producing ifnγ interestingly decreasing car antigen affinity reduced teff cell gene expression and inflammatory cytokine production car tregs our findings showcase the impact engineered receptor activation treg biology and support tailoring car constructs tregs for maximal therapeutic efficacy,2024/11/30,24676,"[IntegerElement(39687729, attributes={})]"
GSE282434,effect shp2 inhibition mrna expression profiles gist cells,secondary mutation kitpdgfra the main reason that contributes the multidrug resistance phenotype advanced gist the clinical setting shp2 specific signal transducer kit therefore the combination approved kitpdgfra kinase inhibitors and shp2 inhibitors promising treatment strategy for advanced gist patients here treated gist cells with the shp2 inhibitor shp099 and sequenced the total mrna analyze the effect shp2 inhibition gist cells,2024/11/30,16791,"[IntegerElement(39981588, attributes={})]"
GSE271631,small rna analysis within human trophoblastderived extracellular vesicles and effect these structures the transcriptome profile human neural progenitor cells small rnaseq,the fetal brain thought dependent upon the placenta for factors that play specific role its early development the tight linkage between the two organs has given rise the term the placentabrain axis the mouse placenta produces unique signature pattern mirnas target transcripts associated with early fetal brain development including ones regulating neurogenesis hypothesize that placentaderived extracellular vesicles transport their molecular cargo including small rna from the placenta the brain whereupon their contents can induce pleiotropic effects isolated from human trophoblast differentiated vitro and the parental induced pluripotent stem cells ipsc from which the was derived and small rnaseq was done characterize small rna profiles within these human neural progenitor cells npc generated from the same ipsc were exposed derived from ipsc only treated with control media results indicate derived from human cells contain unique profiles mirna and long noncoding rna lncrna relative isolated from parental ips cells human tbderived readily internalized human npc from cells induce transcripts npc associated with forebrain formation and neurogenesis suggesting that such might program early fetal brain development results shed light the inner workings the placentabrain axis understanding how contents tbderived namely small rna affect npc might yield new insights and potential treatment strategies for neurobehavioral disorders that originate utero such autism spectrum disorders asd the fetal brain thought dependent upon the placenta for factors that play specific role its early development the tight linkage between the two organs has given rise the term the placentabrain axis the mouse placenta produces unique signature pattern mirnas target transcripts associated with early fetal brain development including ones regulating neurogenesis hypothesize that placentaderived extracellular vesicles transport their molecular cargo including small rna from the placenta the brain whereupon their contents can induce pleiotropic effects isolated from human trophoblast differentiated vitro and the parental induced pluripotent stem cells ipsc from which the was derived and small rnaseq was done characterize small rna profiles within these human neural progenitor cells npc generated from the same ipsc were exposed derived from ipsc only treated with control media results indicate derived from human cells contain unique profiles mirna and long noncoding rna lncrna relative isolated from parental ips cells human tbderived readily internalized human npc from cells induce transcripts npc associated with forebrain formation and neurogenesis suggesting that such might program early fetal brain development results shed light the inner workings the placentabrain axis understanding how contents tbderived namely small rna affect npc might yield new insights and potential treatment strategies for neurobehavioral disorders that originate utero such autism spectrum disorders asd,2024/11/30,24676,"[IntegerElement(39594615, attributes={})]"
GSE261213,negativelycharged region within cterminal domain maintains proper ctcf dna binding atacseq,essential regulator higherorder chromatin structures ctcf highly conserved dna binding protein with central dnabinding domain tandem zinc fingers which are flanked and cterminal domains intrinsically disordered regions the nterminal domain interacts with cohesin complex and the central domains recognize large range diverse genomic sites however the function cterminal unstructured domain remains less understood here found that deletion cterminal fragment 116 amino acid increases ctcfdna binding genetic dissection this fragment uncovered negativelycharged region responsible for repressing ctcf binding dna thus the unstructured cterminal domain play important role maintaining proper ctcfdna interactions,2024/11/30,24676,"[IntegerElement(39720519, attributes={})]"
GSE261212,negativelycharged region within cterminal domain maintains proper ctcf dna binding rnaseq,essential regulator higherorder chromatin structures ctcf highly conserved dna binding protein with central dnabinding domain tandem zinc fingers which are flanked and cterminal domains intrinsically disordered regions the nterminal domain interacts with cohesin complex and the central domains recognize large range diverse genomic sites however the function cterminal unstructured domain remains less understood here found that deletion cterminal fragment 116 amino acid increases ctcfdna binding genetic dissection this fragment uncovered negativelycharged region responsible for repressing ctcf binding dna thus the unstructured cterminal domain play important role maintaining proper ctcfdna interactions,2024/11/30,24676,"[IntegerElement(39720519, attributes={})]"
GSE261210,negativelycharged region within cterminal domain maintains proper ctcf dna binding chipseq,essential regulator higherorder chromatin structures ctcf highly conserved dna binding protein with central dnabinding domain tandem zinc fingers which are flanked and cterminal domains intrinsically disordered regions the nterminal domain interacts with cohesin complex and the central domains recognize large range diverse genomic sites however the function cterminal unstructured domain remains less understood here found that deletion cterminal fragment 116 amino acid increases ctcfdna binding genetic dissection this fragment uncovered negativelycharged region responsible for repressing ctcf binding dna thus the unstructured cterminal domain play important role maintaining proper ctcfdna interactions,2024/11/30,24676,"[IntegerElement(39720519, attributes={})]"
GSE261209,negativelycharged region within cterminal domain maintains proper ctcf dna binding 4cseq,essential regulator higherorder chromatin structures ctcf highly conserved dna binding protein with central dnabinding domain tandem zinc fingers which are flanked and cterminal domains intrinsically disordered regions the nterminal domain interacts with cohesin complex and the central domains recognize large range diverse genomic sites however the function cterminal unstructured domain remains less understood here found that deletion cterminal fragment 116 amino acid increases ctcfdna binding genetic dissection this fragment uncovered negativelycharged region responsible for repressing ctcf binding dna thus the unstructured cterminal domain play important role maintaining proper ctcfdna interactions,2024/11/30,24676,"[IntegerElement(39720519, attributes={})]"
GSE247666,influence the muc16 gene expression cancer cells from pdac,investigate the differentially expressed genes and the pathways they might alter upon loss muc16 and subsequent perturbation its downstream signaling performed gene expression profiling analysis using data obtained from rnaseq the two different conditions versus muc16knockout three replicates each,2024/11/30,24676,"[IntegerElement(38394685, attributes={})]"
GSE247498,investigation gene expression glioma cell lines,gene expression glioma cell lines,2024/11/30,24676,"[IntegerElement(39756423, attributes={})]"
GSE235786,stress response factor atf4 drives liver fibrosis governing stressindependent enhancer program activate hepatic stellate cells,atf4 promotes hsc activation and drives liver fibrosis independent its canonical functions stress signaling,2024/11/30,30209,"[IntegerElement(39789010, attributes={})]"
GSE226979,small rna analysis within human trophoblastderived extracellular vesicles and effect these structures the transcriptome profile human neural progenitor cells bulk rnaseq,the fetal brain thought dependent upon the placenta for factors that play specific role its early development the tight linkage between the two organs has given rise the term the placentabrain axis the mouse placenta produces unique signature pattern mirnas target transcripts associated with early fetal brain development including ones regulating neurogenesis hypothesize that placentaderived extracellular vesicles transport their molecular cargo including small rna from the placenta the brain whereupon their contents can induce pleiotropic effects isolated from human trophoblast differentiated vitro and the parental induced pluripotent stem cells ipsc from which the was derived and small rnaseq was done characterize small rna profiles within these human neural progenitor cells npc generated from the same ipsc were exposed derived from ipsc only treated with control media results indicate derived from human cells contain unique profiles mirna and long noncoding rna lncrna relative isolated from parental ips cells human tbderived readily internalized human npc from cells induce transcripts npc associated with forebrain formation and neurogenesis suggesting that such might program early fetal brain development results shed light the inner workings the placentabrain axis understanding how contents tbderived namely small rna affect npc might yield new insights and potential treatment strategies for neurobehavioral disorders that originate utero such autism spectrum disorders asd the fetal brain thought dependent upon the placenta for factors that play specific role its early development the tight linkage between the two organs has given rise the term the placentabrain axis the mouse placenta produces unique signature pattern mirnas target transcripts associated with early fetal brain development including ones regulating neurogenesis hypothesize that placentaderived extracellular vesicles transport their molecular cargo including small rna from the placenta the brain whereupon their contents can induce pleiotropic effects isolated from human trophoblast differentiated vitro and the parental induced pluripotent stem cells ipsc from which the was derived and small rnaseq was done characterize small rna profiles within these human neural progenitor cells npc generated from the same ipsc were exposed derived from ipsc only treated with control media results indicate derived from human cells contain unique profiles mirna and long noncoding rna lncrna relative isolated from parental ips cells human tbderived readily internalized human npc from cells induce transcripts npc associated with forebrain formation and neurogenesis suggesting that such might program early fetal brain development results shed light the inner workings the placentabrain axis understanding how contents tbderived namely small rna affect npc might yield new insights and potential treatment strategies for neurobehavioral disorders that originate utero such autism spectrum disorders asd,2024/11/30,24676,"[IntegerElement(39594615, attributes={})]"
GSE220432,the landscape n6methyladenosine localized primary prostate cancer,investigate the molecular role vcan prostate cancer knockdown the vcan gene two different shrnas pc3 xenografts,2024/11/30,24676,"[IntegerElement(40128621, attributes={})]"
GSE279023,functional screen for mediators oncomrna translation specificity,oncogenic protein dosage tightly regulated enable cancer cells adapt and survive whether this regulated the level translational control and the key factors cis and trans remain unknown the myc oncogene central paradigm exquisitely regulated oncogene and major driver pancreatic ductal adenocarcinoma pdac using genomewide ’utr crispri screen pdac cells identified activators selective myc translation and validated four rna binding proteins rbps including epitranscriptome modifiers among these rbps rbm42 was our top hit which highly expressed pdac and predicts poor survival combining polysome sequencing and clipseq analyses find that rbm42 binds and selectively regulates the translation myc and precise yet vital suite prooncogenic transcripts including jun and egfr mechanistically employing ipmass spectrometry analysis find that rmb42 novel ribosomeassociated protein rap using dmsseq and mutagenesis analysis show that rbm42 directly binds and remodels the myc ’utr rna structure facilitating the formation the translation preinitiation complex importantly rbm42 necessary for human pdac cell growth and fitness and pdac tumorigenesis xenograft mouse models mycdependent manner vivo pdac patient samples rbm42 expression correlated with myc protein levels and transcriptional activity this work transforms our understanding the translational code cancer and offers new therapeutic opening target the expression oncogenes,2024/11/29,34281,"[IntegerElement(39905246, attributes={})]"
GSE275239,integrinactivating yersinia protein invasin sustains longterm expansion primary epithelial cells organoid sheets scrnaseq,matrigel®bme® solubilized basement membranelike preparation especially rich the extracellular matrix ecm protein laminin111 this hydrogel supports the formation and longterm growth epithelial organoids from adult stem cells asc12 laminin111 activates integrin complexes thus preventing anoikis and driving epithelial polarization here address bacterial integrinactivating protein can mimic matrigelbme enteropathogenic yersinia bacteria invade human gut epithelial cells using their outer membrane protein invasin this protein binds and activates diversity integrin complexes including the laminin111specific α6β1 receptor recombinant kda cterminal integrinbinding fragment invasin allowed adhesion gut epithelial cells when coated culture plates upon addition organoid growth factor medium the epithelial cells grew out and could expanded and passaged longterm polarization junction formation and generation various intestinal cell types enterocytes goblet cells paneth cells and enteroendocrine cells was stable over time sustained expansion multiple other human mouse and even snake epithelia was accomplished under comparable conditions the culturing format holds advantages over the ‘ gel’ format terms imaging accessibility basal and apical domains and automation for high throughput screening approaches invasin represents fully defined affordable versatile and animalfree complement matrigelbme,2024/11/29,24676,"[IntegerElement(39793062, attributes={})]"
GSE275236,integrinactivating yersinia protein invasin sustains longterm expansion primary epithelial cells organoid sheets rnaseq,matrigel®bme® solubilized basement membranelike preparation especially rich the extracellular matrix ecm protein laminin111 this hydrogel supports the formation and longterm growth epithelial organoids from adult stem cells asc12 laminin111 activates integrin complexes thus preventing anoikis and driving epithelial polarization here address bacterial integrinactivating protein can mimic matrigelbme enteropathogenic yersinia bacteria invade human gut epithelial cells using their outer membrane protein invasin this protein binds and activates diversity integrin complexes including the laminin111specific α6β1 receptor recombinant kda cterminal integrinbinding fragment invasin allowed adhesion gut epithelial cells when coated culture plates upon addition organoid growth factor medium the epithelial cells grew out and could expanded and passaged longterm polarization junction formation and generation various intestinal cell types enterocytes goblet cells paneth cells and enteroendocrine cells was stable over time sustained expansion multiple other human mouse and even snake epithelia was accomplished under comparable conditions the culturing format holds advantages over the ‘ gel’ format terms imaging accessibility basal and apical domains and automation for high throughput screening approaches invasin represents fully defined affordable versatile and animalfree complement matrigelbme,2024/11/29,30173,"[IntegerElement(39793062, attributes={})]"
GSE273423,nkg2c and nkg2a coexpression defines highly functional antiviral population spontaneous hiv control,elite controllers ecs unique group people with hiv pwh exhibit remarkable control viral replication the absence antiretroviral therapy this study comprehensively characterized the cell repertoire ecs after longterm viral control phenotypic profiling cells revealed profound differences compared with other pwh but marked similarities uninfected individuals with distinctive prevalence nkg2ccd57 memorylike cells functional analyses indicated that ecs had limited production functional molecules upon stimulation and consequently reduced natural cytotoxicity against nonhiv target cells importantly ecs showed exceptional ability kill primary hivinfected cells the antibodydependent cell cytotoxicity adaptive mechanism which was achieved specific memorylike population expressing cd16 nkg2a nkg2c cd57 and cxcr3 indepth singlecell rnaseq unveiled unique transcriptional signature these cells linked increased cell metabolism migration chemotaxis effector functions cytokine secretion and antiviral response our findings underscore pivotal role cells the immune control hiv and identify specific cells emerging targets for immunotherapies,2024/11/29,34284,"[IntegerElement(39288262, attributes={})]"
GSE266112,uncovering the role pim2 modulating mcl1 dependency and activation isrmediated noxa expression,our study delves into the intricate dynamics the integrated stress response isr axis focusing the pivotal role pim2 kinase and its interaction with the bcl2 family proteins revealing crucial mechanisms governing cell survival and tumor progression elevated pim2 expression hallmark various cancers often correlating with disease aggressiveness using model normal and malignant plasma cells unveil that inhibiting pim2 kinase triggers not only the production phosphorylated bad but also activates isrmediated noxa expression this shift towards heightened dependence mcl1 underscores the synergy achieved through combined pimmcl1 inhibition largely propelled isrmediated noxa expression mouse xenograft models dual targeting pim2 and mcl1 effectively controls tumor growth response reversed isrspecific inhibition concomitant with the upregulation genes associated with tumor cell dissemination these findings illuminate the molecular intricacies pim2 inhibition and its implications for cancer therapy particularly tumors marked elevated pim2 expression,2024/11/29,24676,"[IntegerElement(39747141, attributes={})]"
GSE255740,functional screen for mediators oncomrna translation specificity dmsseq,oncogenic protein dosage tightly regulated enable cancer cells adapt and survive whether this regulated the level translational control and the key factors cis and trans remain unknown the myc oncogene central paradigm exquisitely regulated oncogene and major driver pancreatic ductal adenocarcinoma pdac using genomewide ’utr crispri screen pdac cells identified activators selective myc translation and validated four rna binding proteins rbps including epitranscriptome modifiers among these rbps rbm42 was our top hit which highly expressed pdac and predicts poor survival combining polysome sequencing and clipseq analyses find that rbm42 binds and selectively regulates the translation myc and precise yet vital suite prooncogenic transcripts including jun and egfr mechanistically employing ipmass spectrometry analysis find that rmb42 novel ribosomeassociated protein rap using dmsseq and mutagenesis analysis show that rbm42 directly binds and remodels the myc ’utr rna structure facilitating the formation the translation preinitiation complex importantly rbm42 necessary for human pdac cell growth and fitness and pdac tumorigenesis xenograft mouse models mycdependent manner vivo pdac patient samples rbm42 expression correlated with myc protein levels and transcriptional activity this work transforms our understanding the translational code cancer and offers new therapeutic opening target the expression oncogenes,2024/11/29,24676,"[IntegerElement(39905246, attributes={})]"
GSE255703,functional screen for mediators oncomrna translation specificity clipseq,oncogenic protein dosage tightly regulated enable cancer cells adapt and survive whether this regulated the level translational control and the key factors cis and trans remain unknown the myc oncogene central paradigm exquisitely regulated oncogene and major driver pancreatic ductal adenocarcinoma pdac using genomewide ’utr crispri screen pdac cells identified activators selective myc translation and validated four rna binding proteins rbps including epitranscriptome modifiers among these rbps rbm42 was our top hit which highly expressed pdac and predicts poor survival combining polysome sequencing and clipseq analyses find that rbm42 binds and selectively regulates the translation myc and precise yet vital suite prooncogenic transcripts including jun and egfr mechanistically employing ipmass spectrometry analysis find that rmb42 novel ribosomeassociated protein rap using dmsseq and mutagenesis analysis show that rbm42 directly binds and remodels the myc ’utr rna structure facilitating the formation the translation preinitiation complex importantly rbm42 necessary for human pdac cell growth and fitness and pdac tumorigenesis xenograft mouse models mycdependent manner vivo pdac patient samples rbm42 expression correlated with myc protein levels and transcriptional activity this work transforms our understanding the translational code cancer and offers new therapeutic opening target the expression oncogenes,2024/11/29,24676,"[IntegerElement(39905246, attributes={})]"
GSE255702,functional screen for mediators oncomrna translation specificity polysomeseq,oncogenic protein dosage tightly regulated enable cancer cells adapt and survive whether this regulated the level translational control and the key factors cis and trans remain unknown the myc oncogene central paradigm exquisitely regulated oncogene and major driver pancreatic ductal adenocarcinoma pdac using genomewide ’utr crispri screen pdac cells identified activators selective myc translation and validated four rna binding proteins rbps including epitranscriptome modifiers among these rbps rbm42 was our top hit which highly expressed pdac and predicts poor survival combining polysome sequencing and clipseq analyses find that rbm42 binds and selectively regulates the translation myc and precise yet vital suite prooncogenic transcripts including jun and egfr mechanistically employing ipmass spectrometry analysis find that rmb42 novel ribosomeassociated protein rap using dmsseq and mutagenesis analysis show that rbm42 directly binds and remodels the myc ’utr rna structure facilitating the formation the translation preinitiation complex importantly rbm42 necessary for human pdac cell growth and fitness and pdac tumorigenesis xenograft mouse models mycdependent manner vivo pdac patient samples rbm42 expression correlated with myc protein levels and transcriptional activity this work transforms our understanding the translational code cancer and offers new therapeutic opening target the expression oncogenes,2024/11/29,24676,"[IntegerElement(39905246, attributes={})]"
GSE255533,functional screen for mediators oncomrna translation specificity,oncogenic protein dosage tightly regulated enable cancer cells adapt and survive whether this regulated the level translational control and the key factors cis and trans remain unknown the myc oncogene central paradigm exquisitely regulated oncogene and major driver pancreatic ductal adenocarcinoma pdac using genomewide ’utr crispri screen pdac cells identified activators selective myc translation and validated four rna binding proteins rbps including epitranscriptome modifiers among these rbps rbm42 was our top hit which highly expressed pdac and predicts poor survival combining polysome sequencing and clipseq analyses find that rbm42 binds and selectively regulates the translation myc and precise yet vital suite prooncogenic transcripts including jun and egfr mechanistically employing ipmass spectrometry analysis find that rmb42 novel ribosomeassociated protein rap using dmsseq and mutagenesis analysis show that rbm42 directly binds and remodels the myc ’utr rna structure facilitating the formation the translation preinitiation complex importantly rbm42 necessary for human pdac cell growth and fitness and pdac tumorigenesis xenograft mouse models mycdependent manner vivo pdac patient samples rbm42 expression correlated with myc protein levels and transcriptional activity this work transforms our understanding the translational code cancer and offers new therapeutic opening target the expression oncogenes,2024/11/29,24676,"[IntegerElement(39905246, attributes={})]"
GSE253733,dna methylation dependent and independent binding cdx2 imparts distinct developmental and homeostatic functions cutandrun,precise spatiotemporal and cell typespecific gene expression essential for proper tissue development and function transcription factors tfs guide this process binding developmental stagespecific targets and establishing appropriate enhancer landscape dna and chromatin modifications form barriers the genomic binding tfs however the details how tfs navigate various chromatin features and selectively bind small portion the millions possible genomic target loci remain unknown here show that cdx2 pioneer that binds distinct targets developing and adult intestinal epithelial cells has preferential affinity noncanonical cpgcontaining motif vivo higher frequency this motif the embryonic and fetal target loci cdx2 and the methylated state the cpg particularly during development allows its selective binding and activation developmental enhancers and linked genes conversely demethylation these enhancers prohibits ectopic cdx2 binding adult cells where cdx2 binds the canonical motif without cpg this distinct cdx2 binding allows corecruitment ctcf and hnf4 facilitating the establishment intestinal superenhancers during development and enhancers activating adult tissue functions respectively induced gain dna methylation the adult epithelium vivo cultured cells causes recruitment cdx2 the developmental target loci and cobinding the partner tfs our results demonstrate that the distinct propensities cdx2 bind motifs with and without cpgs and the divergent distribution these motifs developmental and adult target sites allow cdx2 navigate distinct dna methylation profiles and activate cell typespecific enhancers and genes,2024/11/29,24676;24247,"[IntegerElement(39843425, attributes={})]"
GSE223135,decisionpoint between programmed cell death and transdifferentiation pancreatic cancer,transdifferentiation and changes cellular identity are hallmarks malignant transformation13 such the process acinartoductal metaplasia adm represents fundamental step pancreatic ductal adenocarcinoma pdac development but regulatory pathways controlling adm are not fully understood45 here show that murine pancreatic acinar cells upregulate expression caspase3 caspase8 ripk3 and mlkl key molecules driving both apoptosis and necroptosis67 during transdifferentiation towards ductlike phenotype spontaneous activation these respective programmed cell death pcd pathways during krasdriven transdifferentiation counterbalanced transforming growth factor tgfβactivated kinase tak1 kinase transmitting inhibitory phosphorylation signals towards the apoptosis and necroptosis activator ripk18 genetic deletion pharmacological inhibition tak1 simultaneously triggered apoptosis and necroptosis and thereby prevented krasdriven adm vitro well krasdriven pdac vivo line tak1 expression upregulated human pdac cells and pharmacological inhibition tak1 triggered pcd organoid and spheroid cells derived from pdac patients collectively these findings suggest that tak1 defines decision point between adm and pcd pancreas cells and represents promising pharmacological target for the prevention and treatment pdac patients,2024/11/29,18573,"[IntegerElement(39971907, attributes={})]"
GSE283021,characterizing the tumor suppressor activity flcn birthoggdube syndrome through transcriptiomic and proteomic analysis,birthoggdube bhd syndrome patients are uniquely susceptible all renal tumour subtypes the underlying mechanism carcinogenesis unclear study cancer development bhd used human proximal kidney hk2 cells with shortterm and longterm folliculin flcn knockdown hk2 cells lacking flcn had altered transcriptome profile with cell cycle control gene enrichment g1s cell cycle checkpoint signaling was compromised with heightened protein levels cyclin ccnd1 and hyperphosphorylation retinoblastoma rb1 taken together with our proteomic work our findings indicate that longterm flcn loss and associated cell cycle defects bhd patients could contribute their increased risk cancer,2024/11/28,15520,"[IntegerElement(38978568, attributes={})]"
GSE282661,torporlike state mice slows blood epigenetic aging and prolongs healthspan et0301,torpor and hibernation are extreme physiological adaptations homeotherms associated with prolongevity effects yet the underlying mechanisms how torpor affects aging and whether hypothermic and hypometabolic states can induced slow aging and increase health span remain unknown demonstrate that the activity spatially defined neuronal population the avmlpa which has previously been identified torporregulating brain region sufficient induce torpor like state tls mice prolonged induction tls slows epigenetic aging across multiple tissues and improves health span isolate the effects decreased metabolic rate longterm caloric restriction and decreased core body temperature blood epigenetic aging and find that the decelerating effect torporlike states aging mediated decreased taken together our findings provide novel mechanistic insight into the decelerating effects torpor and hibernation aging and support the growing body evidence that important mediator aging processes,2024/11/28,32543,"[IntegerElement(40055478, attributes={})]"
GSE282659,torporlike state mice slows blood epigenetic aging and prolongs healthspan et0283,torpor and hibernation are extreme physiological adaptations homeotherms associated with prolongevity effects yet the underlying mechanisms how torpor affects aging and whether hypothermic and hypometabolic states can induced slow aging and increase health span remain unknown demonstrate that the activity spatially defined neuronal population the avmlpa which has previously been identified torporregulating brain region sufficient induce torpor like state tls mice prolonged induction tls slows epigenetic aging across multiple tissues and improves health span isolate the effects decreased metabolic rate longterm caloric restriction and decreased core body temperature blood epigenetic aging and find that the decelerating effect torporlike states aging mediated decreased taken together our findings provide novel mechanistic insight into the decelerating effects torpor and hibernation aging and support the growing body evidence that important mediator aging processes,2024/11/28,32543,"[IntegerElement(40055478, attributes={})]"
GSE282499,torporlike state mice slows blood epigenetic aging and prolongs healthspan 9155,torpor and hibernation are extreme physiological adaptations homeotherms associated with prolongevity effects yet the underlying mechanisms how torpor affects aging and whether hypothermic and hypometabolic states can induced slow aging and increase health span remain unknown demonstrate that the activity spatially defined neuronal population the avmlpa which has previously been identified torporregulating brain region sufficient induce torpor like state tls mice prolonged induction tls slows epigenetic aging across multiple tissues and improves health span isolate the effects decreased metabolic rate longterm caloric restriction and decreased core body temperature blood epigenetic aging and find that the decelerating effect torporlike states aging mediated decreased taken together our findings provide novel mechanistic insight into the decelerating effects torpor and hibernation aging and support the growing body evidence that important mediator aging processes,2024/11/28,32543,"[IntegerElement(40055478, attributes={})]"
GSE275488,decisionpoint between programmed cell death and transdifferentiation pancreatic cancer,mecanism action tak inhibitor immune cells and cancer cells extracted from pancreatic tumor pdac,2024/11/28,18573,"[IntegerElement(39971907, attributes={})]"
